sample_id,model_name,task_type,description,actions,expected_result
264,process_45.bpmn,conformance,conformance_large_false,"testing_period(1), send_plane_to_a_test_flight(end,1), send_plane_to_a_test_flight(start,1), assembling_of_the_interior(end,1), assembling_of_the_interior(start,1), send_parts_to_assembly_hall(end,1), send_parts_to_assembly_hall(start,1), use_existing_parts_and_set_them_up(end,1), use_existing_parts_and_set_them_up(start,1), select_basic_model(end,1,no), select_basic_model(start,1), setup_of_standard_interior_with_standard_interior_team(end,1,yes), setup_of_standard_interior_with_standard_interior_team(start,1), acquire(1, main_process), customer_orders_airplane_(1)",False
265,process_26.bpmn,legality,legality_small_true,"start_event(1), visum_beantragen(start,1), visum_beantragen(end,1)",True
266,process_26.bpmn,legality,legality_small_false,"start_event(1), einreise_organisieren(start,1), einreise_organisieren(end,1)",False
267,process_26.bpmn,legality,legality_large_true,"start_event(1), rwr_karte_beantragen(start,1), rwr_karte_beantragen(end,1), einreise_organisieren(start,1), einreise_organisieren(end,1), hotel_buchen(start,1), hotel_buchen(end,1)",True
268,process_26.bpmn,legality,legality_large_false,"start_event(1), einreise_organisieren(start,1), einreise_organisieren(end,1), visum_beantragen(start,1), visum_beantragen(end,1), hotel_buchen(start,1), hotel_buchen(end,1)",False
269,process_26.bpmn,conformance,conformance_small_true,"rwr_karte_beantragen(end,1), rwr_karte_beantragen(start,1), acquire(1, main_process), start_event(1)",True
270,process_26.bpmn,conformance,conformance_small_false,"einreise_organisieren(end,1), einreise_organisieren(start,1), acquire(1, main_process), start_event(1)",False
271,process_26.bpmn,conformance,conformance_large_true,"hotel_buchen(end,1), hotel_buchen(start,1), einreise_organisieren(end,1), einreise_organisieren(start,1), rwr_karte_beantragen(end,1), rwr_karte_beantragen(start,1), acquire(1, main_process), start_event(1)",True
272,process_26.bpmn,conformance,conformance_large_false,"hotel_buchen(end,1), hotel_buchen(start,1), rwr_karte_beantragen(end,1), rwr_karte_beantragen(start,1), einreise_organisieren(end,1), einreise_organisieren(start,1), acquire(1, main_process), start_event(1)",False
273,process_51.bpmn,legality,legality_small_true,"manufacturing_starts(1), query_webshops_(start,1), query_webshops_(end,1)",True
274,process_51.bpmn,legality,legality_small_false,"manufacturing_starts(1), create_order_list_(start,1), create_order_list_(end,1,no)",False
275,process_51.bpmn,legality,legality_large_true,"manufacturing_starts(1), query_webshops_(start,1), query_webshops_(end,1), create_order_list_(start,1), create_order_list_(end,1,all parts are availabe from one shop), order_from_one_shop_(start,1), order_from_one_shop_(end,1), receive_parts(1)",True
276,process_51.bpmn,legality,legality_large_false,"manufacturing_starts(1), create_order_list_(start,1), create_order_list_(end,1,no), query_webshops_(start,1), query_webshops_(end,1), order_from_several_shop_(start,1), order_from_several_shop_(end,1), receive_parts(1)",False
277,process_51.bpmn,conformance,conformance_small_true,"query_webshops_(end,1), query_webshops_(start,1), acquire(1, main_process), manufacturing_starts(1)",True
278,process_51.bpmn,conformance,conformance_small_false,"create_order_list_(end,1,no), create_order_list_(start,1), acquire(1, main_process), manufacturing_starts(1)",False
279,process_51.bpmn,conformance,conformance_large_true,"receive_parts(1), order_from_one_shop_(end,1), order_from_one_shop_(start,1), create_order_list_(end,1,all parts are availabe from one shop), create_order_list_(start,1), query_webshops_(end,1), query_webshops_(start,1), acquire(1, main_process), manufacturing_starts(1)",True
280,process_51.bpmn,conformance,conformance_large_false,"receive_parts(1), order_from_several_shop_(end,1), order_from_several_shop_(start,1), query_webshops_(end,1), query_webshops_(start,1), create_order_list_(end,1,no), create_order_list_(start,1), acquire(1, main_process), manufacturing_starts(1)",False
281,process_37.bpmn,legality,legality_small_true,"printing_process_started(1), instruct_the_artist(start,1), instruct_the_artist(end,1)",True
282,process_37.bpmn,legality,legality_small_false,"printing_process_started(1), send_sketches(start,1), send_sketches(end,1)",False
283,process_37.bpmn,legality,legality_large_true,"printing_process_started(1), instruct_the_artist(start,1), instruct_the_artist(end,1), send_sketches(start,1), send_sketches(end,1), receive_model(start,1), receive_model(end,1,no), choose_a_plastic_color(start,1), choose_a_plastic_color(end,1,no)",True
284,process_37.bpmn,legality,legality_large_false,"printing_process_started(1), send_sketches(start,1), send_sketches(end,1), instruct_the_artist(start,1), instruct_the_artist(end,1), receive_model(start,1), receive_model(end,1,no), choose_a_plastic_color(start,1), choose_a_plastic_color(end,1,yes)",False
285,process_37.bpmn,conformance,conformance_small_true,"instruct_the_artist(end,1), instruct_the_artist(start,1), acquire(1, main_process), printing_process_started(1)",True
286,process_37.bpmn,conformance,conformance_small_false,"send_sketches(end,1), send_sketches(start,1), acquire(1, main_process), printing_process_started(1)",False
287,process_37.bpmn,conformance,conformance_large_true,"choose_a_plastic_color(end,1,yes), choose_a_plastic_color(start,1), receive_model(end,1,no), receive_model(start,1), send_sketches(end,1), send_sketches(start,1), instruct_the_artist(end,1), instruct_the_artist(start,1), acquire(1, main_process), printing_process_started(1)",True
288,process_37.bpmn,conformance,conformance_large_false,"choose_a_plastic_color(end,1,yes), choose_a_plastic_color(start,1), receive_model(end,1,no), receive_model(start,1), instruct_the_artist(end,1), instruct_the_artist(start,1), send_sketches(end,1), send_sketches(start,1), acquire(1, main_process), printing_process_started(1)",False
289,process_16.bpmn,legality,legality_small_true,"process_started(1), detect_incident(start,1), detect_incident(end,1), enter_incident_into_it_system(start,1), enter_incident_into_it_system(end,1)",True
290,process_16.bpmn,legality,legality_small_false,"process_started(1), enter_incident_into_it_system(start,1), enter_incident_into_it_system(end,1)",False
291,process_16.bpmn,legality,legality_large_true,"process_started(1), detect_incident(start,1), detect_incident(end,1), enter_incident_into_it_system(start,1), enter_incident_into_it_system(end,1), report_incident_to_superior(start,1), report_incident_to_superior(end,1), identify_defectshazards(start,1), identify_defectshazards(end,1), report_to_social_insurance(start,1), report_to_social_insurance(end,1), correct_defectshazards(start,1), correct_defectshazards(end,1)",True
292,process_16.bpmn,legality,legality_large_false,"process_started(1), enter_incident_into_it_system(start,1), enter_incident_into_it_system(end,1), detect_incident(start,1), detect_incident(end,1), report_incident_to_superior(start,1), report_incident_to_superior(end,1), identify_defectshazards(start,1), identify_defectshazards(end,1), report_to_social_insurance(start,1), report_to_social_insurance(end,1), correct_defectshazards(start,1), correct_defectshazards(end,1)",False
293,process_16.bpmn,conformance,conformance_small_true,"enter_incident_into_it_system(end,1), enter_incident_into_it_system(start,1), detect_incident(end,1), detect_incident(start,1), acquire(1, main_process), process_started(1)",True
294,process_16.bpmn,conformance,conformance_small_false,"enter_incident_into_it_system(end,1), enter_incident_into_it_system(start,1), acquire(1, main_process), process_started(1)",False
295,process_16.bpmn,conformance,conformance_large_true,"correct_defectshazards(end,1), correct_defectshazards(start,1), report_to_social_insurance(end,1), report_to_social_insurance(start,1), identify_defectshazards(end,1), identify_defectshazards(start,1), report_incident_to_superior(end,1), report_incident_to_superior(start,1), enter_incident_into_it_system(end,1), enter_incident_into_it_system(start,1), detect_incident(end,1), detect_incident(start,1), acquire(1, main_process), process_started(1)",True
296,process_16.bpmn,conformance,conformance_large_false,"correct_defectshazards(end,1), correct_defectshazards(start,1), report_to_social_insurance(end,1), report_to_social_insurance(start,1), identify_defectshazards(end,1), identify_defectshazards(start,1), report_incident_to_superior(end,1), report_incident_to_superior(start,1), detect_incident(end,1), detect_incident(start,1), enter_incident_into_it_system(end,1), enter_incident_into_it_system(start,1), acquire(1, main_process), process_started(1)",False
297,process_15.bpmn,legality,legality_small_true,reportable_incident(1),True
298,process_15.bpmn,legality,legality_small_false,reportable_incident(1),False
299,process_15.bpmn,legality,legality_large_true,reportable_incident(1),True
300,process_15.bpmn,legality,legality_large_false,"reportable_incident(1), open_auva_website(start,1), open_auva_website(end,1), read_guide_to_rethink_security_measures(start,1), read_guide_to_rethink_security_measures(end,1)",False
301,process_15.bpmn,conformance,conformance_small_true,"acquire(1, main_process), reportable_incident(1)",True
302,process_15.bpmn,conformance,conformance_small_false,"acquire(1, main_process), reportable_incident(1)",False
303,process_15.bpmn,conformance,conformance_large_true,"acquire(1, main_process), reportable_incident(1)",True
304,process_15.bpmn,conformance,conformance_large_false,"read_guide_to_rethink_security_measures(end,1), read_guide_to_rethink_security_measures(start,1), open_auva_website(end,1), open_auva_website(start,1), acquire(1, main_process), reportable_incident(1)",False
305,process_57.bpmn,legality,legality_small_true,"smartphone_broken(1), enter_smartphone_model(start,1), enter_smartphone_model(end,1)",True
306,process_57.bpmn,legality,legality_small_false,"smartphone_broken(1), enter_the_issue(start,1), enter_the_issue(end,1), enter_smartphone_model(start,1), enter_smartphone_model(end,1)",False
307,process_57.bpmn,legality,legality_large_true,"smartphone_broken(1), enter_smartphone_model(start,1), enter_smartphone_model(end,1), enter_the_issue(start,1), enter_the_issue(end,1), receive_list_of_tools(start,1), receive_list_of_tools(end,1), receive_ordering_choices(start,1), receive_ordering_choices(end,1), receive_list_of_materials(start,1), receive_list_of_materials(end,1)",True
308,process_57.bpmn,legality,legality_large_false,"smartphone_broken(1), enter_the_issue(start,1), enter_the_issue(end,1), enter_smartphone_model(start,1), enter_smartphone_model(end,1), receive_list_of_tools(start,1), receive_list_of_tools(end,1), receive_ordering_choices(start,1), receive_ordering_choices(end,1)",False
309,process_57.bpmn,conformance,conformance_small_true,"enter_smartphone_model(end,1), enter_smartphone_model(start,1), acquire(1, main_process), smartphone_broken(1)",True
310,process_57.bpmn,conformance,conformance_small_false,"enter_smartphone_model(end,1), enter_smartphone_model(start,1), enter_the_issue(end,1), enter_the_issue(start,1), acquire(1, main_process), smartphone_broken(1)",False
311,process_57.bpmn,conformance,conformance_large_true,"receive_list_of_materials(end,1), receive_list_of_materials(start,1), receive_ordering_choices(end,1), receive_ordering_choices(start,1), receive_list_of_tools(end,1), receive_list_of_tools(start,1), enter_the_issue(end,1), enter_the_issue(start,1), enter_smartphone_model(end,1), enter_smartphone_model(start,1), acquire(1, main_process), smartphone_broken(1)",True
312,process_57.bpmn,conformance,conformance_large_false,"receive_ordering_choices(end,1), receive_ordering_choices(start,1), receive_list_of_tools(end,1), receive_list_of_tools(start,1), enter_smartphone_model(end,1), enter_smartphone_model(start,1), enter_the_issue(end,1), enter_the_issue(start,1), acquire(1, main_process), smartphone_broken(1)",False
