task_type,sample_id,actions,expected_result,model_name,description
conformance,239,"process_started(1);acquire(1, main_process);select_a_starting_block(start,1);select_a_starting_block(end,1);run_for_5km(start,1);run_for_5km(end,1);measure_the_time(start,1);measure_the_time(end,1);get_your_starting_number(start,1);get_your_starting_number(end,1);calculate_time_between_starting_time_and_the_end_of_workday(start,1);calculate_time_between_starting_time_and_the_end_of_workday(end,1,yes)",True,process_98.bpmn,conformance_large_true
conformance,240,"process_started(1);acquire(1, main_process);run_for_5km(start,1);run_for_5km(end,1);select_a_starting_block(start,1);select_a_starting_block(end,1);measure_the_time(start,1);measure_the_time(end,1);get_your_starting_number(start,1);get_your_starting_number(end,1)",False,process_98.bpmn,conformance_large_false
legality,241,"receive_order(1);status_in_production(start,1);status_in_production(end,1);build_base_model(start,1);build_base_model(end,1);request_additional_parts(1);receive_answer(1)",True,process_53.bpmn,legality_small_true
legality,242,"receive_order(1);build_base_model(start,1);build_base_model(end,1);status_in_production(start,1);status_in_production(end,1);request_additional_parts(1);receive_answer(1)",False,process_53.bpmn,legality_small_false
legality,243,"receive_order(1);status_in_production(start,1);status_in_production(end,1);build_base_model(start,1);build_base_model(end,1);request_additional_parts(1);receive_answer(1);adjust_order(start,1);adjust_order(end,1);number_of_seats(start,1);number_of_seats(end,1);select_bar_type(start,1);select_bar_type(end,1);color_of_seats(start,1);color_of_seats(end,1);scotch_bar(start,1);scotch_bar(end,1);amount_of_toilet_water(start,1);amount_of_toilet_water(end,1)",True,process_53.bpmn,legality_large_true
legality,244,"receive_order(1);build_base_model(start,1);build_base_model(end,1);status_in_production(start,1);status_in_production(end,1);request_additional_parts(1);receive_answer(1);adjust_order(start,1);adjust_order(end,1);number_of_seats(start,1);number_of_seats(end,1);select_bar_type(start,1);select_bar_type(end,1);color_of_seats(start,1);color_of_seats(end,1);scotch_bar(start,1);scotch_bar(end,1);amount_of_toilet_water(start,1);amount_of_toilet_water(end,1)",False,process_53.bpmn,legality_large_false
conformance,245,"receive_order(1);acquire(1, main_process);status_in_production(start,1);status_in_production(end,1);build_base_model(start,1);build_base_model(end,1);request_additional_parts(1);receive_answer(1)",True,process_53.bpmn,conformance_small_true
conformance,246,"receive_order(1);acquire(1, main_process);build_base_model(start,1);build_base_model(end,1);status_in_production(start,1);status_in_production(end,1);request_additional_parts(1);receive_answer(1)",False,process_53.bpmn,conformance_small_false
conformance,247,"receive_order(1);acquire(1, main_process);status_in_production(start,1);status_in_production(end,1);build_base_model(start,1);build_base_model(end,1);request_additional_parts(1);receive_answer(1);adjust_order(start,1);adjust_order(end,1);number_of_seats(start,1);number_of_seats(end,1);select_bar_type(start,1);select_bar_type(end,1);color_of_seats(start,1);color_of_seats(end,1);vodka_bar(start,1);vodka_bar(end,1);amount_of_toilet_water(start,1);amount_of_toilet_water(end,1)",True,process_53.bpmn,conformance_large_true
conformance,248,"receive_order(1);acquire(1, main_process);build_base_model(start,1);build_base_model(end,1);status_in_production(start,1);status_in_production(end,1);request_additional_parts(1);receive_answer(1);adjust_order(start,1);adjust_order(end,1);number_of_seats(start,1);number_of_seats(end,1);select_bar_type(start,1);select_bar_type(end,1);color_of_seats(start,1);color_of_seats(end,1);vodka_bar(start,1);vodka_bar(end,1);amount_of_toilet_water(start,1);amount_of_toilet_water(end,1)",False,process_53.bpmn,conformance_large_false
legality,249,"printing_a_3d_model(1);instruct_an_artist(start,1);instruct_an_artist(end,1);send_sketches_to_the_artist(start,1);send_sketches_to_the_artist(end,1)",True,process_42.bpmn,legality_small_true
legality,250,"printing_a_3d_model(1);send_sketches_to_the_artist(start,1);send_sketches_to_the_artist(end,1);instruct_an_artist(start,1);instruct_an_artist(end,1);review_draft(start,1);review_draft(end,1,yes)",False,process_42.bpmn,legality_small_false
legality,251,"printing_a_3d_model(1);instruct_an_artist(start,1);instruct_an_artist(end,1);send_sketches_to_the_artist(start,1);send_sketches_to_the_artist(end,1);review_draft(start,1);review_draft(end,1,yes);choose_plastic_color(start,1);choose_plastic_color(end,1,Color in stock);check_how_much_color_is_left(start,1);check_how_much_color_is_left(end,1,> 100g);check_enough_colors_available(start,1);check_enough_colors_available(end,1)",True,process_42.bpmn,legality_large_true
legality,252,"printing_a_3d_model(1);send_sketches_to_the_artist(start,1);send_sketches_to_the_artist(end,1);instruct_an_artist(start,1);instruct_an_artist(end,1);review_draft(start,1);review_draft(end,1,yes);choose_plastic_color(start,1);choose_plastic_color(end,1,no);order_color(start,1);order_color(end,1);check_enough_colors_available(start,1);check_enough_colors_available(end,1)",False,process_42.bpmn,legality_large_false
conformance,253,"printing_a_3d_model(1);acquire(1, main_process);instruct_an_artist(start,1);instruct_an_artist(end,1);send_sketches_to_the_artist(start,1);send_sketches_to_the_artist(end,1);review_draft(start,1);review_draft(end,1,yes)",True,process_42.bpmn,conformance_small_true
conformance,254,"printing_a_3d_model(1);acquire(1, main_process);send_sketches_to_the_artist(start,1);send_sketches_to_the_artist(end,1);instruct_an_artist(start,1);instruct_an_artist(end,1)",False,process_42.bpmn,conformance_small_false
conformance,255,"printing_a_3d_model(1);acquire(1, main_process);instruct_an_artist(start,1);instruct_an_artist(end,1);send_sketches_to_the_artist(start,1);send_sketches_to_the_artist(end,1);review_draft(start,1);review_draft(end,1,yes);choose_plastic_color(start,1);choose_plastic_color(end,1,no);order_color(start,1);order_color(end,1);check_enough_colors_available(start,1);check_enough_colors_available(end,1)",True,process_42.bpmn,conformance_large_true
conformance,256,"printing_a_3d_model(1);acquire(1, main_process);send_sketches_to_the_artist(start,1);send_sketches_to_the_artist(end,1);instruct_an_artist(start,1);instruct_an_artist(end,1);review_draft(start,1);review_draft(end,1,yes);choose_plastic_color(start,1);choose_plastic_color(end,1,Color in stock);check_how_much_color_is_left(start,1);check_how_much_color_is_left(end,1,< 100g);put_color_on_shopping_list(start,1);put_color_on_shopping_list(end,1);check_enough_colors_available(start,1);check_enough_colors_available(end,1)",False,process_42.bpmn,conformance_large_false
legality,257,"helath_related_incident(1);user_has_to_push_a_notification_about_incident(start,1);user_has_to_push_a_notification_about_incident(end,1,Employee);employee_documents_the_incident(start,1);employee_documents_the_incident(end,1,Employee)",True,process_20.bpmn,legality_small_true
legality,258,"helath_related_incident(1);employee_documents_the_incident(start,1);employee_documents_the_incident(end,1,Student)",False,process_20.bpmn,legality_small_false
legality,259,"helath_related_incident(1);user_has_to_push_a_notification_about_incident(start,1);user_has_to_push_a_notification_about_incident(end,1,Employer);employer_documents_the_incident(start,1);employer_documents_the_incident(end,1,Employer/Manager);notification_to_the_arbeitsinspektorat(start,1);notification_to_the_arbeitsinspektorat(end,1);case_of_accident_to_employer(start,1);case_of_accident_to_employer(end,1)",True,process_20.bpmn,legality_large_true
legality,260,"helath_related_incident(1);employer_documents_the_incident(start,1);employer_documents_the_incident(end,1,Self-Employed);user_has_to_push_a_notification_about_incident(start,1);user_has_to_push_a_notification_about_incident(end,1,Employer);documentation_of_the_case_in_own_responsibility(start,1);documentation_of_the_case_in_own_responsibility(end,1);documentation_of_self_emloyment_data_and_details_of_incident(start,1);documentation_of_self_emloyment_data_and_details_of_incident(end,1)",False,process_20.bpmn,legality_large_false
conformance,261,"helath_related_incident(1);acquire(1, main_process);user_has_to_push_a_notification_about_incident(start,1);user_has_to_push_a_notification_about_incident(end,1,Employee);employee_documents_the_incident(start,1);employee_documents_the_incident(end,1,Employee)",True,process_20.bpmn,conformance_small_true
conformance,262,"helath_related_incident(1);acquire(1, main_process);employee_documents_the_incident(start,1);employee_documents_the_incident(end,1,Student)",False,process_20.bpmn,conformance_small_false
conformance,263,"helath_related_incident(1);acquire(1, main_process);user_has_to_push_a_notification_about_incident(start,1);user_has_to_push_a_notification_about_incident(end,1,Employer);employer_documents_the_incident(start,1);employer_documents_the_incident(end,1,Employer/Manager);notification_to_the_arbeitsinspektorat(start,1);notification_to_the_arbeitsinspektorat(end,1);case_of_accident_to_employer(start,1);case_of_accident_to_employer(end,1)",True,process_20.bpmn,conformance_large_true
conformance,264,"helath_related_incident(1);acquire(1, main_process);employer_documents_the_incident(start,1);employer_documents_the_incident(end,1,Self-Employed);user_has_to_push_a_notification_about_incident(start,1);user_has_to_push_a_notification_about_incident(end,1,Employer);documentation_of_the_case_in_own_responsibility(start,1);documentation_of_the_case_in_own_responsibility(end,1);documentation_of_self_emloyment_data_and_details_of_incident(start,1);documentation_of_self_emloyment_data_and_details_of_incident(end,1)",False,process_20.bpmn,conformance_large_false
legality,265,"parental_leave_process_initiated(1);check_requirements(start,1);check_requirements(end,1,yes);fetch_information_about_potential_models(start,1);fetch_information_about_potential_models(end,1)",True,process_14.bpmn,legality_small_true
legality,266,parental_leave_process_initiated(1),False,process_14.bpmn,legality_small_false
legality,267,"parental_leave_process_initiated(1);check_requirements(start,1);check_requirements(end,1,yes);fetch_information_about_potential_models(start,1);fetch_information_about_potential_models(end,1);select_model(start,1);select_model(end,1);collect_notification_info(start,1);collect_notification_info(end,1);notify_social_security(start,1);notify_social_security(end,1);receive_notice(start,1);receive_notice(end,1);notify_company(start,1);notify_company(end,1)",True,process_14.bpmn,legality_large_true
legality,268,"parental_leave_process_initiated(1);fetch_information_about_potential_models(start,1);fetch_information_about_potential_models(end,1);check_requirements(start,1);check_requirements(end,1,yes);select_model(start,1);select_model(end,1);collect_notification_info(start,1);collect_notification_info(end,1)",False,process_14.bpmn,legality_large_false
conformance,269,"parental_leave_process_initiated(1);acquire(1, main_process);check_requirements(start,1);check_requirements(end,1,yes);fetch_information_about_potential_models(start,1);fetch_information_about_potential_models(end,1)",True,process_14.bpmn,conformance_small_true
conformance,270,"parental_leave_process_initiated(1);acquire(1, main_process)",False,process_14.bpmn,conformance_small_false
conformance,271,"parental_leave_process_initiated(1);acquire(1, main_process);check_requirements(start,1);check_requirements(end,1,yes);fetch_information_about_potential_models(start,1);fetch_information_about_potential_models(end,1);select_model(start,1);select_model(end,1);collect_notification_info(start,1);collect_notification_info(end,1);notify_social_security(start,1);notify_social_security(end,1);receive_notice(start,1);receive_notice(end,1);notify_company(start,1);notify_company(end,1)",True,process_14.bpmn,conformance_large_true
conformance,272,"parental_leave_process_initiated(1);acquire(1, main_process);fetch_information_about_potential_models(start,1);fetch_information_about_potential_models(end,1);check_requirements(start,1);check_requirements(end,1,yes);select_model(start,1);select_model(end,1);collect_notification_info(start,1);collect_notification_info(end,1)",False,process_14.bpmn,conformance_large_false
legality,273,"wish_to_build_a_house(1);collect_requirements(start,1);collect_requirements(end,1)",True,process_63.bpmn,legality_small_true
legality,274,"wish_to_build_a_house(1);send_requirements(start,1);send_requirements(end,1);collect_requirements(start,1);collect_requirements(end,1)",False,process_63.bpmn,legality_small_false
legality,275,"wish_to_build_a_house(1);collect_requirements(start,1);collect_requirements(end,1);send_requirements(start,1);send_requirements(end,1);check_feasibility(start,1);check_feasibility(end,1,yes);create_order_list(start,1);create_order_list(end,1)",True,process_63.bpmn,legality_large_true
